ticket_id,created_at,category,description,resolution_minutes,escalated,channel,customer_tier
TKT-01881,2025-06-10T05:49:00Z,portal access,Customer reports a locked portal account under HP-55706.,13,False,web portal,standard
TKT-00864,2025-06-10T06:22:00Z,portal access,Customer cannot access the service portal under HP-51036.,16,False,chat,medicare support
TKT-02581,2025-06-10T06:52:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-76582.,83,False,phone,standard
TKT-00357,2025-06-10T07:09:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-22812.,105,True,chat,employer plan
TKT-03000,2025-06-10T11:53:00Z,appointment scheduling,Customer asks about available scheduling options for HP-46299.,23,False,phone,standard
TKT-01696,2025-06-10T12:43:00Z,portal access,Portal password reset requested for HP-80630.,10,False,chat,premium care
TKT-00765,2025-06-10T15:06:00Z,referral status,Referral routing update requested under HP-81767.,23,False,email,standard
TKT-00677,2025-06-10T15:15:00Z,billing question,Customer requests an explanation of a service charge for HP-98304.,46,False,email,medicare support
TKT-00199,2025-06-10T15:27:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-13978.,85,False,phone,premium care
TKT-00229,2025-06-10T15:37:00Z,general inquiry,Uncategorized administrative inquiry references HP-20388.,19,False,phone,employer plan
TKT-00968,2025-06-10T17:18:00Z,referral status,Referral routing update requested under HP-52307.,43,False,phone,employer plan
TKT-02987,2025-06-10T21:10:00Z,insurance eligibility,Coverage administration question references HP-52690.,79,False,phone,employer plan
TKT-01682,2025-06-10T21:22:00Z,portal access,Portal password reset requested for HP-47785.,5,False,phone,premium care
TKT-01283,2025-06-11T00:39:00Z,appointment scheduling,Caller requests an appointment-time change under HP-11053.,24,False,phone,medicare support
TKT-00999,2025-06-11T04:46:00Z,billing question,Payment posting question references HP-17432.,57,True,phone,standard
TKT-00673,2025-06-11T06:41:00Z,medical records request,Customer asks which authorization form applies to HP-69646.,65,False,email,medicare support
TKT-00781,2025-06-11T07:52:00Z,prescription refill request,Refill request status inquiry references HP-40193; no clinical details included.,93,True,phone,standard
TKT-00050,2025-06-11T08:06:00Z,billing question,Customer asks about an administrative statement under HP-50136.,26,False,phone,standard
TKT-02601,2025-06-11T09:00:00Z,portal access,Customer reports a locked portal account under HP-81934.,15,False,web portal,employer plan
TKT-00709,2025-06-11T09:02:00Z,appointment scheduling,Caller requests an appointment-time change under HP-90185.,9,False,phone,medicare support
TKT-00710,2025-06-11T09:03:00Z,referral status,Customer requests administrative referral status for HP-41991.,46,False,email,standard
TKT-00862,2025-06-11T13:18:00Z,billing question,Customer asks about an administrative statement under HP-86854.,112,True,chat,employer plan
TKT-02103,2025-06-11T13:19:00Z,appointment scheduling,Administrative scheduling request for reference HP-42963.,26,False,phone,employer plan
TKT-00351,2025-06-11T15:24:00Z,medical records request,Customer requests records-release instructions under HP-44186.,125,True,email,employer plan
TKT-02955,2025-06-11T15:44:00Z,appointment scheduling,Administrative scheduling request for reference HP-31394.,10,False,email,employer plan
TKT-02555,2025-06-11T19:27:00Z,appointment scheduling,Customer asks about available scheduling options for HP-47182.,12,False,phone,employer plan
TKT-01340,2025-06-11T20:04:00Z,referral status,Customer asks whether referral paperwork was received for HP-38393.,85,True,phone,medicare support
TKT-00914,2025-06-11T21:46:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-11526.,122,True,phone,standard
TKT-01284,2025-06-11T22:59:00Z,appointment scheduling,Caller requests an appointment-time change under HP-16217.,16,False,web portal,employer plan
TKT-00615,2025-06-12T03:35:00Z,appointment scheduling,Customer asks about available scheduling options for HP-72664.,8,False,web portal,standard
TKT-01595,2025-06-12T04:12:00Z,appointment scheduling,Administrative scheduling request for reference HP-51361.,12,False,chat,standard
TKT-00984,2025-06-12T05:40:00Z,appointment scheduling,Administrative scheduling request for reference HP-94582.,26,False,phone,employer plan
TKT-00221,2025-06-12T08:15:00Z,appointment scheduling,Caller requests an appointment-time change under HP-36652.,19,False,phone,employer plan
TKT-02194,2025-06-12T12:22:00Z,appointment scheduling,Administrative scheduling request for reference HP-86804.,16,False,phone,medicare support
TKT-02978,2025-06-12T14:51:00Z,prescription refill request,Refill request status inquiry references HP-27960; no clinical details included.,146,True,phone,standard
TKT-01449,2025-06-12T15:36:00Z,prescription refill request,Refill request status inquiry references HP-48773; no clinical details included.,80,False,web portal,employer plan
TKT-02744,2025-06-12T16:07:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-55259.,71,False,email,employer plan
TKT-01723,2025-06-12T20:15:00Z,billing question,Customer asks about an administrative statement under HP-91901.,32,False,phone,standard
TKT-00232,2025-06-12T22:17:00Z,medical records request,Customer asks which authorization form applies to HP-48173.,85,False,email,standard
TKT-00211,2025-06-13T02:24:00Z,appointment scheduling,Administrative scheduling request for reference HP-48246.,17,False,email,standard
TKT-00610,2025-06-13T02:40:00Z,appointment scheduling,Caller requests an appointment-time change under HP-27477.,10,False,phone,employer plan
TKT-00838,2025-06-13T07:18:00Z,general inquiry,Uncategorized administrative inquiry references HP-82752.,14,False,web portal,premium care
TKT-02824,2025-06-13T09:23:00Z,prescription refill request,Refill request status inquiry references HP-75611; no clinical details included.,109,True,phone,standard
TKT-00911,2025-06-13T10:36:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-10439.,59,False,phone,employer plan
TKT-01226,2025-06-13T15:22:00Z,appointment scheduling,Customer asks about available scheduling options for HP-45296.,28,False,phone,medicare support
TKT-00814,2025-06-13T15:45:00Z,prescription refill request,Refill request status inquiry references HP-39825; no clinical details included.,61,False,email,standard
TKT-01727,2025-06-13T15:51:00Z,appointment scheduling,Customer asks about available scheduling options for HP-94950.,13,False,web portal,medicare support
TKT-00990,2025-06-13T16:25:00Z,general inquiry,Uncategorized administrative inquiry references HP-87143.,40,False,web portal,standard
TKT-01883,2025-06-13T17:19:00Z,appointment scheduling,Customer asks about available scheduling options for HP-80703.,23,False,phone,employer plan
TKT-01792,2025-06-13T17:54:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-23982.,89,True,phone,employer plan
TKT-02793,2025-06-13T18:31:00Z,insurance eligibility,Coverage administration question references HP-30679.,41,False,phone,medicare support
TKT-02940,2025-06-14T00:22:00Z,portal access,Portal password reset requested for HP-87070.,16,False,web portal,premium care
TKT-02705,2025-06-14T01:22:00Z,portal access,Portal password reset requested for HP-68877.,7,False,web portal,employer plan
TKT-01425,2025-06-14T01:26:00Z,general inquiry,Multi-topic non-clinical inquiry recorded as HP-14811.,90,False,email,medicare support
TKT-02587,2025-06-14T01:32:00Z,billing question,Customer asks about an administrative statement under HP-72530.,101,True,email,medicare support
TKT-00365,2025-06-14T01:40:00Z,appointment scheduling,Customer asks about available scheduling options for HP-24215.,26,False,phone,medicare support
TKT-00707,2025-06-14T01:59:00Z,appointment scheduling,Administrative scheduling request for reference HP-99389.,15,False,web portal,medicare support
TKT-01501,2025-06-14T02:05:00Z,appointment scheduling,Administrative scheduling request for reference HP-57676.,25,False,email,standard
TKT-00266,2025-06-14T02:11:00Z,prescription refill request,Refill request status inquiry references HP-48537; no clinical details included.,37,False,phone,medicare support
TKT-01521,2025-06-14T02:56:00Z,portal access,Customer reports a locked portal account under HP-45176.,7,False,chat,standard
TKT-02817,2025-06-14T05:17:00Z,medical records request,Customer requests records-release instructions under HP-18111.,157,True,email,medicare support
TKT-00816,2025-06-14T07:42:00Z,appointment scheduling,Caller requests an appointment-time change under HP-69636.,17,False,phone,standard
TKT-01875,2025-06-14T08:10:00Z,medical records request,Customer requests records-release instructions under HP-21022.,63,False,email,premium care
TKT-02505,2025-06-14T10:27:00Z,portal access,Customer reports a locked portal account under HP-94692.,8,False,phone,employer plan
TKT-00245,2025-06-14T12:06:00Z,portal access,Customer reports a locked portal account under HP-63128.,16,False,web portal,medicare support
TKT-00810,2025-06-14T12:23:00Z,insurance eligibility,Coverage administration question references HP-19390.,86,True,chat,employer plan
TKT-00106,2025-06-14T15:34:00Z,medical records request,Customer requests records-release instructions under HP-88517.,57,False,web portal,medicare support
TKT-02026,2025-06-14T21:44:00Z,referral status,Referral routing update requested under HP-90627.,36,False,phone,standard
TKT-02198,2025-06-14T23:28:00Z,appointment scheduling,Administrative scheduling request for reference HP-20346.,16,False,phone,employer plan
TKT-00167,2025-06-15T00:53:00Z,appointment scheduling,Administrative scheduling request for reference HP-51258.,9,False,phone,standard
TKT-00768,2025-06-15T01:53:00Z,portal access,Customer cannot access the service portal under HP-73144.,5,False,web portal,standard
TKT-02119,2025-06-15T02:49:00Z,appointment scheduling,Customer asks about available scheduling options for HP-14955.,25,False,email,standard
TKT-00359,2025-06-15T02:59:00Z,appointment scheduling,Customer asks about available scheduling options for HP-95545.,13,False,phone,medicare support
TKT-01476,2025-06-15T05:27:00Z,billing question,Payment posting question references HP-58113.,50,False,email,standard
TKT-01331,2025-06-15T05:30:00Z,medical records request,Records request status inquiry references HP-97226.,91,False,email,premium care
TKT-00273,2025-06-15T06:45:00Z,appointment scheduling,Administrative scheduling request for reference HP-93509.,26,False,phone,standard
TKT-00302,2025-06-15T07:53:00Z,prescription refill request,Refill request status inquiry references HP-37586; no clinical details included.,76,False,web portal,medicare support
TKT-00749,2025-06-15T09:23:00Z,portal access,Customer reports a locked portal account under HP-50217.,12,False,email,standard
TKT-00368,2025-06-15T10:39:00Z,portal access,Customer cannot access the service portal under HP-74027.,4,False,web portal,standard
TKT-02693,2025-06-15T10:45:00Z,insurance eligibility,Coverage administration question references HP-76138.,34,False,phone,standard
TKT-02486,2025-06-15T12:49:00Z,referral status,Customer requests administrative referral status for HP-71482.,50,False,phone,employer plan
TKT-00358,2025-06-15T14:05:00Z,referral status,Customer asks whether referral paperwork was received for HP-87164.,53,False,chat,standard
TKT-00918,2025-06-15T16:11:00Z,referral status,Referral routing update requested under HP-55262.,46,False,phone,employer plan
TKT-02385,2025-06-15T16:31:00Z,referral status,Referral routing update requested under HP-53107.,45,False,phone,medicare support
TKT-01975,2025-06-15T19:29:00Z,appointment scheduling,Caller requests an appointment-time change under HP-57924.,17,False,phone,employer plan
TKT-00725,2025-06-15T22:05:00Z,appointment scheduling,Customer asks about available scheduling options for HP-13264.,8,False,phone,medicare support
TKT-01887,2025-06-15T23:25:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-47379.,73,False,phone,standard
TKT-02627,2025-06-15T23:48:00Z,billing question,Customer asks about an administrative statement under HP-32320.,75,False,phone,employer plan
TKT-01477,2025-06-16T01:18:00Z,portal access,Customer cannot access the service portal under HP-21064.,4,False,web portal,standard
TKT-00395,2025-06-16T02:30:00Z,referral status,Customer requests administrative referral status for HP-92271.,55,False,phone,standard
TKT-00391,2025-06-16T03:00:00Z,appointment scheduling,Customer asks about available scheduling options for HP-12441.,20,False,phone,premium care
TKT-01979,2025-06-16T03:55:00Z,portal access,Customer cannot access the service portal under HP-12515.,14,False,phone,standard
TKT-02813,2025-06-16T05:45:00Z,billing question,Customer asks about an administrative statement under HP-35016.,63,False,web portal,medicare support
TKT-01298,2025-06-16T13:00:00Z,billing question,Payment posting question references HP-24808.,51,False,phone,premium care
TKT-01152,2025-06-16T14:52:00Z,general inquiry,Multi-topic non-clinical inquiry recorded as HP-12613.,79,False,web portal,standard
TKT-02413,2025-06-16T15:15:00Z,medical records request,Records request status inquiry references HP-17175.,58,False,email,premium care
TKT-02231,2025-06-16T16:17:00Z,portal access,Customer cannot access the service portal under HP-80542.,13,False,web portal,employer plan
TKT-01825,2025-06-16T16:19:00Z,billing question,Payment posting question references HP-84586.,61,False,web portal,employer plan
TKT-01804,2025-06-16T17:47:00Z,prescription refill request,Customer asks for refill-request routing under HP-69059.,110,True,phone,medicare support
TKT-01051,2025-06-16T18:11:00Z,appointment scheduling,Caller requests an appointment-time change under HP-13277.,26,False,web portal,standard
TKT-01398,2025-06-16T18:34:00Z,appointment scheduling,Caller requests an appointment-time change under HP-84300.,23,False,web portal,employer plan
TKT-01111,2025-06-16T21:49:00Z,general inquiry,Customer request requires manual routing under HP-68745.,91,True,web portal,employer plan
TKT-00335,2025-06-16T23:34:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-58446.,100,True,web portal,standard
TKT-01946,2025-06-16T23:42:00Z,appointment scheduling,Customer asks about available scheduling options for HP-24685.,12,False,phone,medicare support
TKT-02018,2025-06-17T03:44:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-10077.,58,False,phone,employer plan
TKT-02302,2025-06-17T04:32:00Z,prescription refill request,Refill request status inquiry references HP-30430; no clinical details included.,126,True,email,standard
TKT-01339,2025-06-17T06:25:00Z,portal access,Customer reports a locked portal account under HP-31624.,12,False,phone,medicare support
TKT-01053,2025-06-17T07:40:00Z,portal access,Customer reports a locked portal account under HP-95644.,12,False,web portal,premium care
TKT-01228,2025-06-17T08:29:00Z,appointment scheduling,Caller requests an appointment-time change under HP-72896.,27,False,phone,medicare support
TKT-00322,2025-06-17T09:21:00Z,general inquiry,Customer request requires manual routing under HP-46934.,17,False,email,standard
TKT-00095,2025-06-17T10:31:00Z,prescription refill request,Customer asks for refill-request routing under HP-80103.,37,False,email,premium care
TKT-02523,2025-06-17T11:26:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-81022.,78,False,email,medicare support
TKT-02122,2025-06-17T12:11:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-21522.,33,False,email,standard
TKT-00865,2025-06-17T13:19:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-32908.,78,False,phone,medicare support
TKT-02300,2025-06-17T13:29:00Z,prescription refill request,Refill request status inquiry references HP-70100; no clinical details included.,126,True,email,medicare support
TKT-00853,2025-06-17T13:45:00Z,referral status,Customer asks whether referral paperwork was received for HP-99012.,39,False,web portal,standard
TKT-00976,2025-06-17T14:48:00Z,insurance eligibility,Coverage administration question references HP-26715.,39,False,phone,standard
TKT-00618,2025-06-17T16:04:00Z,appointment scheduling,Administrative scheduling request for reference HP-50222.,23,False,phone,standard
TKT-02534,2025-06-17T17:39:00Z,appointment scheduling,Caller requests an appointment-time change under HP-78853.,27,False,phone,standard
TKT-00912,2025-06-17T19:56:00Z,insurance eligibility,Coverage administration question references HP-69402.,41,False,web portal,standard
TKT-02543,2025-06-17T21:33:00Z,prescription refill request,Customer asks for refill-request routing under HP-88198.,75,True,web portal,standard
TKT-02942,2025-06-17T21:40:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-17336.,71,False,email,medicare support
TKT-01373,2025-06-17T22:46:00Z,general inquiry,Uncategorized administrative inquiry references HP-78099.,34,False,email,employer plan
TKT-02546,2025-06-17T23:51:00Z,insurance eligibility,Coverage administration question references HP-19966.,47,False,email,standard
TKT-02792,2025-06-18T04:29:00Z,billing question,Customer requests an explanation of a service charge for HP-49059.,25,False,email,employer plan
TKT-02665,2025-06-18T05:40:00Z,prescription refill request,Customer asks for refill-request routing under HP-60229.,54,False,email,employer plan
TKT-00006,2025-06-18T05:50:00Z,portal access,Customer cannot access the service portal under HP-65874.,13,False,web portal,standard
TKT-02361,2025-06-18T06:18:00Z,portal access,Customer reports a locked portal account under HP-35431.,12,False,web portal,premium care
TKT-01370,2025-06-18T06:36:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-37242.,129,True,phone,standard
TKT-02318,2025-06-18T10:03:00Z,appointment scheduling,Administrative scheduling request for reference HP-16422.,21,False,email,medicare support
TKT-01405,2025-06-18T13:43:00Z,billing question,Payment posting question references HP-41316.,73,False,email,medicare support
TKT-00720,2025-06-18T13:55:00Z,portal access,Customer reports a locked portal account under HP-49638.,39,True,web portal,standard
TKT-01693,2025-06-18T14:32:00Z,medical records request,Customer asks which authorization form applies to HP-50889.,56,False,email,premium care
TKT-00051,2025-06-18T15:30:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-97200.,45,False,phone,premium care
TKT-01864,2025-06-18T19:47:00Z,appointment scheduling,Administrative scheduling request for reference HP-72554.,23,False,phone,medicare support
TKT-02789,2025-06-18T21:10:00Z,referral status,Customer asks whether referral paperwork was received for HP-60706.,49,False,phone,standard
TKT-00103,2025-06-18T23:10:00Z,appointment scheduling,Caller requests an appointment-time change under HP-40134.,27,False,chat,premium care
TKT-02741,2025-06-18T23:24:00Z,referral status,Customer requests administrative referral status for HP-86345.,47,False,phone,standard
TKT-01092,2025-06-19T00:09:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-26924.,89,True,phone,standard
TKT-02802,2025-06-19T00:29:00Z,medical records request,Customer asks which authorization form applies to HP-51758.,79,False,email,standard
TKT-01926,2025-06-19T00:33:00Z,insurance eligibility,Coverage administration question references HP-15292.,83,False,web portal,standard
TKT-01362,2025-06-19T06:04:00Z,prescription refill request,Refill request status inquiry references HP-24050; no clinical details included.,65,False,email,standard
TKT-00804,2025-06-19T07:34:00Z,appointment scheduling,Customer asks about available scheduling options for HP-82367.,15,False,phone,employer plan
TKT-00184,2025-06-19T07:59:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-30042.,47,False,email,premium care
TKT-02217,2025-06-19T08:43:00Z,insurance eligibility,Coverage administration question references HP-21488.,40,False,phone,standard
TKT-00532,2025-06-19T09:22:00Z,prescription refill request,Refill request status inquiry references HP-63017; no clinical details included.,117,True,email,employer plan
TKT-00784,2025-06-19T12:22:00Z,appointment scheduling,Caller requests an appointment-time change under HP-66112.,9,False,phone,employer plan
TKT-01211,2025-06-19T14:24:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-66332.,79,False,phone,standard
TKT-02350,2025-06-19T21:00:00Z,prescription refill request,Refill request status inquiry references HP-71156; no clinical details included.,91,False,email,employer plan
TKT-01841,2025-06-19T22:39:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-31491.,112,True,email,medicare support
TKT-01397,2025-06-19T22:41:00Z,appointment scheduling,Caller requests an appointment-time change under HP-22762.,27,False,email,standard
TKT-01484,2025-06-19T22:45:00Z,prescription refill request,Refill request status inquiry references HP-51935; no clinical details included.,130,True,chat,premium care
TKT-01144,2025-06-20T00:44:00Z,appointment scheduling,Administrative scheduling request for reference HP-70940.,20,False,phone,employer plan
TKT-00538,2025-06-20T01:08:00Z,portal access,Customer reports a locked portal account under HP-87662.,9,False,web portal,standard
TKT-00834,2025-06-20T02:56:00Z,appointment scheduling,Caller requests an appointment-time change under HP-20471.,22,False,web portal,employer plan
TKT-02345,2025-06-20T03:56:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-24626.,53,False,phone,employer plan
TKT-02435,2025-06-20T04:43:00Z,appointment scheduling,Customer asks about available scheduling options for HP-93803.,27,False,web portal,medicare support
TKT-00383,2025-06-20T05:02:00Z,billing question,Customer asks about an administrative statement under HP-39768.,48,False,phone,premium care
TKT-01667,2025-06-20T05:57:00Z,referral status,Referral routing update requested under HP-63978.,52,False,phone,standard
TKT-00757,2025-06-20T06:06:00Z,appointment scheduling,Administrative scheduling request for reference HP-24885.,23,False,phone,standard
TKT-02728,2025-06-20T07:36:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-21478.,82,False,phone,employer plan
TKT-02980,2025-06-20T08:06:00Z,portal access,Portal password reset requested for HP-21366.,14,False,web portal,standard
TKT-02287,2025-06-20T12:42:00Z,appointment scheduling,Caller requests an appointment-time change under HP-62838.,11,False,phone,employer plan
TKT-00404,2025-06-20T16:24:00Z,appointment scheduling,Caller requests an appointment-time change under HP-66757.,20,False,phone,employer plan
TKT-02467,2025-06-20T18:45:00Z,billing question,Customer asks about an administrative statement under HP-46708.,89,True,web portal,medicare support
TKT-02612,2025-06-20T20:28:00Z,billing question,Payment posting question references HP-37951.,74,False,phone,premium care
TKT-01769,2025-06-20T20:44:00Z,portal access,Customer reports a locked portal account under HP-21389.,6,False,web portal,medicare support
TKT-02933,2025-06-20T23:38:00Z,appointment scheduling,Customer asks about available scheduling options for HP-55109.,28,False,web portal,standard
TKT-00697,2025-06-21T00:15:00Z,portal access,Customer reports a locked portal account under HP-72900.,6,False,web portal,standard
TKT-01942,2025-06-21T00:19:00Z,referral status,Customer asks whether referral paperwork was received for HP-73819.,35,False,phone,premium care
TKT-02295,2025-06-21T00:24:00Z,billing question,Customer asks about an administrative statement under HP-29816.,101,True,phone,medicare support
TKT-01003,2025-06-21T01:05:00Z,appointment scheduling,Caller requests an appointment-time change under HP-61677.,10,False,chat,medicare support
TKT-00494,2025-06-21T01:58:00Z,billing question,Customer requests an explanation of a service charge for HP-74118.,31,False,phone,medicare support
TKT-00774,2025-06-21T03:58:00Z,general inquiry,Uncategorized administrative inquiry references HP-53808.,16,False,web portal,standard
TKT-01542,2025-06-21T04:15:00Z,portal access,Portal password reset requested for HP-12391.,5,False,email,standard
TKT-00070,2025-06-21T04:49:00Z,billing question,Customer requests an explanation of a service charge for HP-33957.,59,False,chat,medicare support
TKT-01509,2025-06-21T05:45:00Z,insurance eligibility,Coverage administration question references HP-34983.,37,False,phone,medicare support
TKT-02454,2025-06-21T06:29:00Z,general inquiry,Uncategorized administrative inquiry references HP-13252.,11,False,email,standard
TKT-00086,2025-06-21T08:44:00Z,portal access,Portal password reset requested for HP-24483.,9,False,chat,medicare support
TKT-00586,2025-06-21T10:08:00Z,appointment scheduling,Customer asks about available scheduling options for HP-48539.,12,False,phone,medicare support
TKT-01586,2025-06-21T10:24:00Z,appointment scheduling,Administrative scheduling request for reference HP-56250.,21,False,chat,standard
TKT-01513,2025-06-21T10:52:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-43409.,80,False,phone,premium care
TKT-01072,2025-06-21T11:45:00Z,billing question,Customer requests an explanation of a service charge for HP-12259.,28,False,email,premium care
TKT-00612,2025-06-21T12:28:00Z,billing question,Customer asks about an administrative statement under HP-65379.,73,False,phone,standard
TKT-00203,2025-06-21T13:01:00Z,portal access,Portal password reset requested for HP-85906.,16,False,web portal,standard
TKT-00975,2025-06-21T15:37:00Z,insurance eligibility,Employer-plan eligibility status needs validation for HP-54524.,56,False,web portal,standard
TKT-01432,2025-06-21T18:29:00Z,referral status,Referral routing update requested under HP-68346.,27,False,email,premium care
TKT-01935,2025-06-21T20:27:00Z,medical records request,Customer requests records-release instructions under HP-63895.,111,False,email,employer plan
TKT-00342,2025-06-21T21:03:00Z,portal access,Portal password reset requested for HP-68892.,5,False,chat,premium care
TKT-01930,2025-06-21T21:26:00Z,general inquiry,Uncategorized administrative inquiry references HP-30209.,60,False,phone,employer plan
TKT-00186,2025-06-21T21:44:00Z,general inquiry,Customer request requires manual routing under HP-47885.,72,False,chat,standard
TKT-01551,2025-06-21T22:58:00Z,insurance eligibility,Coverage administration question references HP-48567.,32,False,web portal,standard
TKT-02085,2025-06-21T23:07:00Z,portal access,Portal password reset requested for HP-59903.,9,False,web portal,medicare support
TKT-00399,2025-06-22T03:18:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-93558.,60,True,phone,medicare support
TKT-01584,2025-06-22T04:32:00Z,portal access,Customer cannot access the service portal under HP-29286.,6,False,web portal,standard
TKT-00119,2025-06-22T06:01:00Z,billing question,Payment posting question references HP-87628.,127,True,phone,standard
TKT-01383,2025-06-22T07:05:00Z,portal access,Portal password reset requested for HP-93767.,5,False,email,standard
TKT-02457,2025-06-22T07:29:00Z,portal access,Customer reports a locked portal account under HP-26167.,13,False,email,standard
TKT-00622,2025-06-22T09:29:00Z,appointment scheduling,Caller requests an appointment-time change under HP-15688.,15,False,phone,standard
TKT-00137,2025-06-22T10:07:00Z,billing question,Customer asks about an administrative statement under HP-30909.,51,False,web portal,standard
TKT-02203,2025-06-22T12:44:00Z,portal access,Customer reports a locked portal account under HP-41372.,15,False,email,premium care
TKT-01498,2025-06-22T14:05:00Z,portal access,Customer cannot access the service portal under HP-25350.,6,False,web portal,standard
TKT-02066,2025-06-22T14:35:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-50424.,51,False,phone,medicare support
TKT-02787,2025-06-22T15:19:00Z,appointment scheduling,Administrative scheduling request for reference HP-93739.,25,False,phone,medicare support
TKT-02766,2025-06-22T15:34:00Z,insurance eligibility,Coverage administration question references HP-41990.,37,False,email,standard
TKT-00009,2025-06-22T18:58:00Z,referral status,Customer requests administrative referral status for HP-95752.,30,False,web portal,medicare support
TKT-00340,2025-06-22T19:00:00Z,medical records request,Records request status inquiry references HP-41843.,132,True,email,standard
TKT-01865,2025-06-22T19:35:00Z,appointment scheduling,Administrative scheduling request for reference HP-76584.,20,False,phone,standard
TKT-01311,2025-06-22T20:11:00Z,medical records request,Customer asks which authorization form applies to HP-77820.,74,False,phone,employer plan
TKT-01027,2025-06-22T21:49:00Z,billing question,Customer asks about an administrative statement under HP-64502.,25,False,email,standard
TKT-00237,2025-06-23T00:11:00Z,insurance eligibility,Coverage administration question references HP-88922.,52,False,phone,premium care
TKT-01703,2025-06-23T00:33:00Z,appointment scheduling,Customer asks about available scheduling options for HP-29409.,9,False,phone,employer plan
TKT-01965,2025-06-23T00:41:00Z,referral status,Referral routing update requested under HP-12694.,42,False,web portal,medicare support
TKT-00041,2025-06-23T01:52:00Z,billing question,Customer asks about an administrative statement under HP-45687.,51,False,email,employer plan
TKT-02539,2025-06-23T03:52:00Z,prescription refill request,Refill request status inquiry references HP-12566; no clinical details included.,79,False,phone,premium care
TKT-00664,2025-06-23T03:53:00Z,portal access,Customer cannot access the service portal under HP-37115.,36,True,web portal,medicare support
TKT-01518,2025-06-23T07:11:00Z,portal access,Customer cannot access the service portal under HP-14196.,15,False,web portal,standard
TKT-02650,2025-06-23T07:38:00Z,appointment scheduling,Administrative scheduling request for reference HP-35263.,17,False,phone,medicare support
TKT-02670,2025-06-23T13:39:00Z,appointment scheduling,Customer asks about available scheduling options for HP-22074.,10,False,web portal,medicare support
TKT-02427,2025-06-23T14:23:00Z,general inquiry,Uncategorized administrative inquiry references HP-43520.,127,True,chat,standard
TKT-01716,2025-06-23T14:25:00Z,prescription refill request,Administrative refill request requires licensed-team review under HP-93724.,99,True,email,standard
TKT-02703,2025-06-23T15:02:00Z,portal access,Customer cannot access the service portal under HP-30201.,11,False,web portal,standard
TKT-00504,2025-06-23T15:48:00Z,portal access,Customer reports a locked portal account under HP-61907.,15,False,chat,standard
TKT-00728,2025-06-23T16:14:00Z,referral status,Customer requests administrative referral status for HP-20313.,33,False,web portal,standard
TKT-02648,2025-06-23T19:29:00Z,prescription refill request,Customer asks for refill-request routing under HP-79313.,113,True,phone,premium care
TKT-00272,2025-06-23T19:50:00Z,general inquiry,Uncategorized administrative inquiry references HP-78349.,63,False,phone,standard
TKT-01795,2025-06-23T21:10:00Z,portal access,Portal password reset requested for HP-82712.,5,False,chat,employer plan
TKT-00979,2025-06-23T21:16:00Z,portal access,Customer reports a locked portal account under HP-94979.,5,False,web portal,standard
TKT-02230,2025-06-23T22:15:00Z,appointment scheduling,Administrative scheduling request for reference HP-54081.,17,False,phone,employer plan
TKT-02906,2025-06-24T00:59:00Z,appointment scheduling,Administrative scheduling request for reference HP-78400.,20,False,phone,employer plan
TKT-01817,2025-06-24T02:04:00Z,billing question,Customer asks about an administrative statement under HP-64855.,52,False,email,standard
TKT-00341,2025-06-24T02:55:00Z,portal access,Customer reports a locked portal account under HP-13398.,12,False,phone,employer plan
TKT-02199,2025-06-24T03:56:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-15702.,54,False,email,standard
TKT-02706,2025-06-24T04:22:00Z,portal access,Customer cannot access the service portal under HP-83946.,16,False,web portal,standard
TKT-00904,2025-06-24T08:09:00Z,portal access,Customer reports a locked portal account under HP-32258.,15,False,web portal,standard
TKT-01049,2025-06-24T08:58:00Z,portal access,Customer reports a locked portal account under HP-96787.,4,False,phone,standard
TKT-02087,2025-06-24T10:40:00Z,insurance eligibility,Customer requests administrative eligibility verification for HP-62901.,51,False,email,employer plan
